timestamp,pm25,pm10,no2,so2,co,temperature,humidity,wind_speed,rainfall,traffic_count,aqi
2026-06-17 00:00:00,46.21,107.15,35.36,10.33,0.77,33.65,47.77,7.77,0.21,18672,193.0
2026-06-17 01:00:00,56.49,111.96,26.3,11.64,0.81,34.18,45.29,6.59,0.6,17647,202.3
2026-06-17 02:00:00,48.33,108.05,33.01,11.91,0.74,33.6,49.9,8.47,1.86,20418,188.2
2026-06-17 03:00:00,57.92,113.87,35.32,13.24,0.78,33.91,44.32,8.79,0.0,19648,216.0
2026-06-17 04:00:00,53.97,108.86,36.25,14.73,0.84,31.44,47.41,7.06,0.0,19095,214.0
2026-06-17 05:00:00,56.84,94.18,30.96,12.05,0.73,31.73,50.45,8.92,0.85,20115,193.5
2026-06-17 06:00:00,53.52,97.5,35.24,14.42,0.68,30.79,53.77,6.73,1.63,14792,191.8
2026-06-17 07:00:00,54.3,90.59,36.44,13.6,0.81,30.58,55.71,7.31,0.17,18515,201.4
2026-06-17 08:00:00,61.92,117.0,40.82,11.81,1.11,28.11,55.53,6.66,1.06,26786,244.3
2026-06-17 09:00:00,64.57,113.41,46.53,12.83,1.16,27.46,55.1,7.78,0.0,27015,256.3
2026-06-17 10:00:00,50.55,75.78,30.25,9.6,0.75,27.03,65.57,8.22,0.0,18151,174.6
2026-06-17 11:00:00,42.61,81.63,35.38,13.05,0.81,26.38,67.17,8.42,0.0,14765,170.7
2026-06-17 12:00:00,42.06,89.08,32.82,12.78,0.78,24.53,70.88,6.41,0.0,17748,178.8
2026-06-17 13:00:00,28.6,77.59,36.25,11.57,0.81,25.48,73.57,7.94,1.52,15924,144.0
2026-06-17 14:00:00,35.81,77.84,29.56,10.67,0.78,24.96,75.16,6.89,0.65,18128,154.6
2026-06-17 15:00:00,42.65,81.42,28.51,13.39,0.76,23.53,66.38,7.48,0.69,16543,163.8
2026-06-17 16:00:00,42.72,85.87,37.96,11.49,0.71,25.95,67.4,8.89,0.65,17735,173.2
2026-06-17 17:00:00,56.09,116.59,50.23,12.1,1.03,26.76,63.95,6.77,0.28,26816,247.9
2026-06-17 18:00:00,51.83,93.87,37.78,10.32,0.99,26.15,69.81,7.38,0.0,27439,213.1
2026-06-17 19:00:00,55.89,105.42,44.56,12.93,1.0,28.98,57.68,6.51,2.64,27486,226.9
2026-06-17 20:00:00,55.17,92.64,35.74,11.91,0.79,28.06,59.29,7.32,0.9,18312,198.2
2026-06-17 21:00:00,51.9,92.58,35.36,11.54,0.86,28.1,53.89,6.41,0.0,19519,201.0
2026-06-17 22:00:00,56.48,91.96,29.49,7.55,0.77,34.4,53.3,7.55,0.72,19909,191.2
2026-06-17 23:00:00,52.17,99.77,33.74,13.19,0.82,33.34,47.45,8.72,1.77,15814,186.9
2026-06-18 00:00:00,50.49,110.01,33.43,14.11,0.77,35.08,48.0,8.21,1.71,16641,191.9
2026-06-18 01:00:00,51.02,98.52,35.36,9.65,0.84,33.18,49.85,6.08,0.0,17493,199.6
2026-06-18 02:00:00,51.87,103.73,33.46,11.62,0.79,34.24,42.97,8.57,0.9,15638,190.3
2026-06-18 03:00:00,58.51,103.73,40.11,11.87,0.78,32.93,43.31,7.0,0.0,18539,218.8
2026-06-18 04:00:00,56.6,101.02,31.7,13.35,0.84,33.14,45.65,8.44,0.47,17901,200.8
2026-06-18 05:00:00,53.32,100.91,31.3,12.28,0.71,34.14,53.26,7.8,0.63,15972,190.8
2026-06-18 06:00:00,46.22,94.94,30.78,13.07,0.92,30.09,49.49,8.19,1.75,14626,173.6
2026-06-18 07:00:00,51.32,107.34,29.04,10.08,0.77,29.67,57.33,8.19,0.0,16288,190.3
2026-06-18 08:00:00,57.11,118.92,42.12,11.05,1.05,29.92,59.34,5.15,0.78,27721,244.0
2026-06-18 09:00:00,59.11,97.45,45.34,10.79,0.94,28.56,61.83,6.01,1.61,25551,228.7
2026-06-18 10:00:00,44.16,88.88,32.14,12.71,0.77,26.01,68.09,7.17,0.0,17383,178.5
2026-06-18 11:00:00,55.09,82.09,28.19,11.53,0.78,25.24,63.15,8.46,0.77,20255,183.3
2026-06-18 12:00:00,44.57,97.71,34.52,11.49,0.79,25.41,63.2,8.13,0.0,15907,182.2
2026-06-18 13:00:00,39.4,94.02,30.69,12.88,0.82,23.13,70.12,8.97,0.01,20586,173.0
2026-06-18 14:00:00,39.91,75.68,32.97,11.88,0.7,22.06,71.45,7.58,0.0,15631,160.8
2026-06-18 15:00:00,41.63,77.34,30.05,13.25,0.82,27.03,70.85,8.31,0.15,19098,166.0
2026-06-18 16:00:00,44.2,92.1,32.44,11.35,0.77,25.62,72.89,7.63,0.0,19143,180.7
2026-06-18 17:00:00,53.11,109.59,37.24,10.76,0.97,22.68,63.59,5.77,0.12,27439,226.4
2026-06-18 18:00:00,54.77,97.78,43.83,13.57,0.96,25.41,65.68,6.32,0.88,28558,228.7
2026-06-18 19:00:00,61.44,100.17,43.96,11.68,0.95,25.83,63.16,6.22,0.0,26980,240.5
2026-06-18 20:00:00,53.64,76.03,29.51,10.62,0.89,29.34,60.3,7.09,0.0,17865,184.1
2026-06-18 21:00:00,50.36,98.43,33.44,12.42,0.81,31.23,57.32,6.7,0.0,18626,197.7
2026-06-18 22:00:00,57.94,89.86,28.42,12.15,0.86,33.66,53.55,7.7,0.0,19402,197.7
2026-06-18 23:00:00,52.16,91.97,40.15,14.68,0.87,31.43,52.08,8.51,0.7,18016,199.3
2026-06-19 00:00:00,58.11,105.84,35.91,12.51,0.69,33.43,45.94,6.98,1.81,19749,207.6
2026-06-19 01:00:00,62.52,103.45,38.05,12.02,0.81,32.52,47.6,8.05,0.0,20420,222.7
2026-06-19 02:00:00,55.6,114.58,36.68,12.02,0.81,34.05,45.39,7.13,0.16,17928,215.4
2026-06-19 03:00:00,49.48,105.24,35.17,9.32,0.79,35.02,49.59,8.82,0.34,16955,191.2
2026-06-19 04:00:00,49.51,103.07,35.14,13.93,0.87,33.17,43.88,7.74,0.5,16816,196.3
2026-06-19 05:00:00,50.77,100.84,32.49,11.06,0.82,32.05,50.25,8.22,0.0,17717,193.0
2026-06-19 06:00:00,59.19,88.87,27.65,9.21,0.8,31.54,51.65,8.97,0.0,17326,189.6
2026-06-19 07:00:00,57.88,86.69,32.86,10.87,0.75,29.9,59.18,9.47,0.0,18554,192.9
2026-06-19 08:00:00,60.18,122.28,43.72,12.2,1.04,32.81,60.55,5.93,1.17,29667,251.8
2026-06-19 09:00:00,55.48,113.77,44.09,12.42,1.02,28.11,62.38,4.95,0.9,26493,239.9
2026-06-19 10:00:00,36.79,86.59,34.25,10.96,0.85,24.89,62.78,7.53,0.26,16625,166.0
2026-06-19 11:00:00,37.3,90.0,34.19,9.16,0.68,25.45,65.82,7.92,0.27,18390,165.4
2026-06-19 12:00:00,45.81,75.56,30.48,10.36,0.82,26.16,67.1,6.0,0.0,18315,174.9
2026-06-19 13:00:00,37.48,79.48,34.12,11.53,0.86,23.36,67.0,8.38,0.0,16833,162.9
2026-06-19 14:00:00,40.51,80.97,38.76,11.07,0.92,23.73,66.17,8.06,0.0,18545,177.2
2026-06-19 15:00:00,42.26,86.23,32.13,13.48,0.87,25.89,71.18,9.09,0.0,16947,171.4
2026-06-19 16:00:00,36.74,84.17,32.29,11.75,0.91,24.47,69.63,7.81,0.37,17554,164.0
2026-06-19 17:00:00,56.58,111.09,48.94,12.46,1.06,24.08,66.22,7.25,1.08,27008,240.7
2026-06-19 18:00:00,60.43,108.44,47.6,12.43,1.0,26.9,55.21,6.81,0.0,27296,248.1
2026-06-19 19:00:00,60.19,110.75,40.51,10.93,1.1,27.13,67.83,6.5,0.67,24587,236.5
2026-06-19 20:00:00,48.66,84.98,33.67,11.95,0.72,28.69,55.77,8.74,0.33,20263,181.8
2026-06-19 21:00:00,49.54,96.15,35.85,10.5,0.74,31.62,53.66,6.87,0.7,17604,190.9
2026-06-19 22:00:00,44.35,98.61,36.21,12.56,0.84,29.81,52.99,7.76,0.0,18648,190.0
2026-06-19 23:00:00,61.05,111.63,37.94,11.84,0.82,33.46,49.88,8.1,1.04,19218,219.1
2026-06-20 00:00:00,51.28,97.76,35.9,12.0,0.82,34.13,46.48,8.6,0.64,17917,193.4
2026-06-20 01:00:00,62.94,98.15,29.03,10.43,0.74,33.89,45.59,7.73,0.86,16271,199.9
2026-06-20 02:00:00,57.58,104.87,35.85,8.84,0.78,31.38,46.11,8.0,1.24,18475,203.5
2026-06-20 03:00:00,56.74,98.16,35.46,11.21,0.8,35.01,44.74,8.64,0.91,19662,201.3
2026-06-20 04:00:00,59.8,105.55,34.31,10.86,0.75,32.68,49.24,7.24,0.69,16663,208.1
2026-06-20 05:00:00,52.64,99.84,41.34,9.93,0.89,32.72,50.75,8.09,0.7,16261,201.6
2026-06-20 06:00:00,59.27,93.8,37.4,11.03,0.8,30.21,53.37,9.16,0.23,17784,204.0
2026-06-20 07:00:00,44.5,92.98,29.22,10.63,0.81,31.88,63.32,7.53,1.59,17724,170.4
2026-06-20 08:00:00,59.24,113.03,44.19,12.17,1.0,27.32,53.37,7.02,0.05,27341,244.0
2026-06-20 09:00:00,57.97,112.98,44.54,11.02,1.09,29.6,62.59,7.28,1.42,26165,236.0
2026-06-20 10:00:00,47.07,91.19,35.56,10.35,0.84,24.87,61.62,9.04,1.06,19582,181.6
2026-06-20 11:00:00,40.98,76.86,33.28,12.15,0.8,26.82,65.4,8.28,0.0,20082,169.2
2026-06-20 12:00:00,41.09,78.09,33.29,11.72,0.78,26.8,68.1,7.8,0.0,18630,168.8
2026-06-20 13:00:00,38.96,77.54,38.15,11.75,0.88,24.24,69.7,7.93,0.3,16748,168.8
2026-06-20 14:00:00,28.4,67.99,32.37,12.02,0.84,24.57,68.85,8.82,1.23,20406,139.2
2026-06-20 15:00:00,45.09,84.25,32.32,13.05,0.81,24.17,74.01,6.04,0.0,18257,182.2
2026-06-20 16:00:00,39.26,81.56,29.48,10.52,0.75,27.62,73.8,7.67,0.0,16338,159.7
2026-06-20 17:00:00,44.8,102.11,41.01,11.87,0.92,24.55,66.93,6.79,0.68,25391,206.9
2026-06-20 18:00:00,60.27,99.4,45.9,11.98,0.94,26.12,65.1,6.99,0.17,25151,235.8
2026-06-20 19:00:00,62.97,105.62,46.25,14.9,1.14,26.23,58.33,7.69,0.0,29144,253.2
2026-06-20 20:00:00,45.57,94.94,33.69,11.02,0.76,28.15,55.36,9.83,0.57,16148,174.2
2026-06-20 21:00:00,47.63,93.29,31.86,8.02,0.72,28.12,48.14,7.04,1.49,19241,178.1
2026-06-20 22:00:00,58.45,99.88,36.35,10.65,0.83,32.37,50.27,8.45,0.81,17937,204.8
2026-06-20 23:00:00,48.04,90.78,34.26,12.49,0.75,32.57,51.23,8.49,1.7,17230,177.2
2026-06-21 00:00:00,49.92,112.45,32.41,13.57,0.8,32.84,42.18,7.86,0.0,19787,202.8
2026-06-21 01:00:00,63.31,96.08,34.91,10.91,0.76,34.76,46.29,9.39,0.0,19354,210.0
2026-06-21 02:00:00,56.49,107.57,32.66,11.93,0.79,33.0,47.99,8.52,0.83,19399,203.6
2026-06-21 03:00:00,62.97,99.03,35.12,11.06,0.8,33.11,51.27,8.29,0.1,20151,215.4
2026-06-21 04:00:00,44.08,86.56,36.39,12.09,0.82,31.74,47.54,9.6,1.04,19671,175.1
2026-06-21 05:00:00,51.46,96.31,27.61,12.39,0.85,30.64,47.53,7.07,0.0,18237,190.8
2026-06-21 06:00:00,41.58,101.3,36.26,11.62,0.65,30.3,55.7,5.78,0.0,18074,187.5
2026-06-21 07:00:00,54.09,89.86,35.21,12.85,0.91,30.05,56.02,6.81,1.37,16347,194.2
2026-06-21 08:00:00,57.2,109.84,39.31,12.34,1.08,29.35,53.23,6.4,0.97,25935,231.4
2026-06-21 09:00:00,52.56,113.55,44.81,12.62,1.13,28.27,63.08,8.67,0.11,24370,230.0
2026-06-21 10:00:00,46.14,90.07,32.42,10.45,0.94,26.89,61.8,8.73,0.2,16882,178.7
2026-06-21 11:00:00,45.15,75.89,35.06,14.87,0.83,25.01,64.96,7.67,0.07,17645,177.6
2026-06-21 12:00:00,45.65,71.21,36.59,11.43,0.82,23.32,72.38,9.0,1.16,17471,167.2
2026-06-21 13:00:00,44.42,85.17,29.18,11.96,0.82,24.84,70.12,8.23,1.63,15879,163.0
2026-06-21 14:00:00,25.66,79.78,33.51,9.37,0.81,25.5,66.74,8.27,0.0,19716,145.8
2026-06-21 15:00:00,47.66,78.54,35.39,9.19,0.91,24.89,69.04,8.46,0.0,17059,178.4
2026-06-21 16:00:00,39.45,81.91,32.53,11.13,0.84,24.98,70.35,7.99,0.76,19655,165.9
2026-06-21 17:00:00,65.49,91.95,47.78,14.05,0.97,28.14,69.47,7.28,0.33,26413,244.0
2026-06-21 18:00:00,54.95,107.73,48.2,12.27,0.97,27.49,66.76,7.02,0.97,26695,234.4
2026-06-21 19:00:00,53.28,101.33,39.09,12.36,1.01,27.18,52.24,5.5,1.31,26620,221.0
2026-06-21 20:00:00,49.8,82.27,38.32,11.78,0.82,31.79,62.55,7.75,0.0,17069,188.8
2026-06-21 21:00:00,52.62,93.85,32.81,14.2,0.79,33.05,55.17,9.43,0.62,17544,188.4
2026-06-21 22:00:00,48.38,91.02,35.38,13.48,0.8,29.96,47.92,6.86,0.0,19348,194.0
2026-06-21 23:00:00,59.28,98.98,27.22,11.71,0.79,35.05,45.14,7.69,1.84,18153,193.1
2026-06-22 00:00:00,57.74,101.46,34.99,13.17,0.75,34.38,43.49,8.26,0.46,18629,206.1
2026-06-22 01:00:00,55.61,97.3,30.78,11.47,0.73,34.22,42.96,8.57,0.0,17137,193.6
2026-06-22 02:00:00,52.88,111.28,34.99,11.68,0.83,31.47,45.87,9.6,0.42,17207,199.8
2026-06-22 03:00:00,58.47,107.93,28.01,9.48,0.81,32.97,50.34,7.75,0.0,18095,203.7
2026-06-22 04:00:00,41.18,99.02,33.43,11.36,0.86,34.77,47.1,6.29,0.86,16224,179.1
2026-06-22 05:00:00,55.2,105.94,30.51,15.01,0.74,33.43,44.45,7.26,1.66,18777,198.5
2026-06-22 06:00:00,56.2,98.66,33.69,14.05,0.79,29.36,49.59,8.44,0.66,17634,199.6
2026-06-22 07:00:00,46.45,90.52,32.9,9.94,0.76,29.42,57.21,8.65,0.17,15806,175.5
2026-06-22 08:00:00,60.7,104.28,40.56,10.59,0.98,27.6,58.49,7.08,0.0,26451,234.9
2026-06-22 09:00:00,56.83,109.8,43.96,9.82,0.94,27.74,64.19,4.73,0.61,27035,238.7
2026-06-22 10:00:00,43.23,90.85,31.89,11.82,0.7,23.69,66.83,7.21,0.0,19665,178.7
2026-06-22 11:00:00,35.29,83.71,31.81,12.57,0.83,25.85,67.2,9.26,0.0,16058,156.3
2026-06-22 12:00:00,46.74,92.19,29.73,11.53,0.88,25.28,68.98,7.83,0.0,17923,181.7
2026-06-22 13:00:00,39.01,82.04,34.24,10.98,0.83,27.67,64.26,8.26,0.0,18403,167.9
2026-06-22 14:00:00,40.23,87.33,37.53,12.29,0.87,21.19,74.77,8.3,1.27,18808,173.3
2026-06-22 15:00:00,36.12,83.36,33.95,12.42,0.87,22.05,72.51,8.01,0.12,16292,163.2
2026-06-22 16:00:00,43.59,66.44,35.95,9.76,0.8,24.53,71.9,7.86,0.0,15940,164.8
2026-06-22 17:00:00,60.71,106.68,42.84,11.65,0.93,25.93,61.21,7.1,0.42,26290,236.7
2026-06-22 18:00:00,50.5,104.28,49.39,13.79,0.98,26.77,64.01,6.73,0.0,30341,237.4
2026-06-22 19:00:00,49.94,108.36,45.35,11.66,0.92,28.89,62.2,5.92,0.05,26874,229.3
2026-06-22 20:00:00,42.87,88.24,37.69,11.04,0.84,28.35,58.74,7.89,1.09,15899,174.8
2026-06-22 21:00:00,42.21,84.91,32.4,10.13,0.82,29.74,62.02,6.61,0.48,17251,172.1
2026-06-22 22:00:00,49.53,97.99,27.02,12.36,0.91,30.96,52.78,8.82,0.15,16420,182.3
2026-06-22 23:00:00,42.28,103.56,33.66,10.48,0.81,31.84,47.93,8.49,0.0,17186,181.2
2026-06-23 00:00:00,47.94,96.02,39.77,13.69,0.81,32.2,46.02,8.06,0.33,19466,197.2
2026-06-23 01:00:00,55.57,100.16,29.67,11.23,0.85,32.19,45.84,7.34,0.4,17872,198.0
2026-06-23 02:00:00,63.39,105.55,30.06,13.01,0.75,33.31,46.94,7.61,1.1,17455,208.7
2026-06-23 03:00:00,52.63,97.06,32.3,13.65,0.84,35.88,53.21,7.18,0.36,16915,195.7
2026-06-23 04:00:00,51.04,96.25,30.83,10.42,0.79,31.87,50.13,7.27,2.83,16353,177.4
2026-06-23 05:00:00,54.02,90.0,39.12,13.68,0.82,30.92,50.15,7.1,1.62,17368,197.1
2026-06-23 06:00:00,52.48,79.95,31.05,13.03,0.87,32.83,47.22,8.24,1.21,19132,181.5
2026-06-23 07:00:00,50.03,96.51,33.1,9.22,0.78,29.9,54.45,7.55,0.0,15678,187.4
2026-06-23 08:00:00,62.21,107.87,42.77,12.14,0.9,29.57,58.0,6.53,1.16,26944,238.6
2026-06-23 09:00:00,48.06,109.33,43.98,12.26,0.99,28.5,63.9,6.89,0.07,24266,221.6
2026-06-23 10:00:00,47.85,95.55,35.93,10.68,0.84,27.53,68.68,7.3,0.1,15049,188.4
2026-06-23 11:00:00,42.63,77.11,35.24,12.87,0.81,25.73,65.71,9.18,0.0,19046,171.2
2026-06-23 12:00:00,41.13,89.49,29.51,10.03,0.68,24.71,65.04,7.69,0.9,17177,162.6
2026-06-23 13:00:00,41.43,80.25,36.02,12.71,0.76,23.97,72.72,8.31,0.0,17101,170.8
2026-06-23 14:00:00,34.58,91.89,37.07,12.43,0.81,23.75,72.04,7.7,0.51,18917,170.5
2026-06-23 15:00:00,37.46,78.03,30.42,10.4,0.69,25.05,75.02,9.14,0.0,19220,154.9
2026-06-23 16:00:00,48.18,80.14,34.3,8.99,0.82,23.39,68.99,6.75,0.79,19014,180.2
2026-06-23 17:00:00,50.43,94.97,37.53,11.6,0.99,23.6,67.84,6.14,0.0,28434,216.3
2026-06-23 18:00:00,61.36,109.22,43.61,12.93,0.95,26.54,64.44,6.12,0.69,26223,242.4
2026-06-23 19:00:00,60.48,111.27,35.25,13.79,0.84,26.97,64.18,6.25,0.0,25907,233.3
2026-06-23 20:00:00,53.13,78.55,37.39,11.92,0.73,28.3,54.95,8.69,0.96,16468,182.4
2026-06-23 21:00:00,48.05,88.55,37.88,9.97,0.9,30.25,51.41,7.46,0.0,15593,188.3
2026-06-23 22:00:00,52.47,88.4,27.46,11.43,0.69,30.6,49.27,7.3,2.1,16215,172.9
2026-06-23 23:00:00,54.88,86.64,32.04,12.32,0.74,33.63,45.91,7.77,0.0,18078,191.8
2026-06-24 00:00:00,51.73,98.76,33.29,10.9,0.83,33.62,47.34,7.66,1.02,18230,192.2
2026-06-24 01:00:00,54.19,102.39,39.09,9.99,0.85,31.56,47.06,9.26,0.74,17669,200.8
2026-06-24 02:00:00,53.2,102.22,33.24,10.82,0.78,34.24,43.7,7.35,0.0,18238,200.1
2026-06-24 03:00:00,58.45,103.28,36.9,12.13,0.82,34.19,46.13,7.58,2.29,18547,205.1
2026-06-24 04:00:00,51.6,103.7,34.76,9.89,0.87,33.22,44.27,8.95,0.86,17367,192.8
2026-06-24 05:00:00,62.54,103.68,33.97,14.39,0.81,32.5,47.53,8.47,0.73,16229,210.8
2026-06-24 06:00:00,48.05,97.91,33.79,10.0,0.71,32.18,44.19,8.16,0.0,18020,186.6
2026-06-24 07:00:00,47.6,99.2,32.81,12.17,0.84,29.74,57.88,7.21,0.57,19831,191.7
2026-06-24 08:00:00,63.3,123.42,41.71,9.93,0.96,29.79,59.49,6.58,0.0,28291,253.2
2026-06-24 09:00:00,51.81,115.52,52.57,12.55,1.05,27.11,55.68,6.02,0.0,28073,248.7
2026-06-24 10:00:00,52.61,88.91,35.14,11.54,0.79,27.66,63.9,8.42,0.12,15974,189.0
2026-06-24 11:00:00,35.31,71.08,33.22,12.08,0.72,25.42,66.65,6.28,0.0,17520,157.7
2026-06-24 12:00:00,43.01,75.26,34.48,13.53,0.85,24.56,66.99,7.5,0.72,18570,171.7
2026-06-24 13:00:00,43.42,83.26,36.46,12.14,0.85,25.22,67.18,6.55,1.69,18273,176.0
2026-06-24 14:00:00,31.43,77.0,36.32,11.58,0.77,25.68,66.86,7.36,0.49,18359,155.6
2026-06-24 15:00:00,42.75,88.72,34.6,12.73,0.78,24.25,69.91,8.17,1.0,18546,174.4
2026-06-24 16:00:00,41.29,77.68,34.2,11.96,0.81,27.32,66.82,8.34,1.26,18777,164.4
2026-06-24 17:00:00,66.03,100.28,44.97,10.8,1.0,25.76,69.02,6.76,1.43,27137,242.1
2026-06-24 18:00:00,54.34,123.93,45.18,10.92,0.98,25.37,66.81,6.21,0.41,26867,242.6
2026-06-24 19:00:00,61.59,101.48,40.77,12.34,1.06,28.1,58.68,7.04,0.0,26911,238.1
2026-06-24 20:00:00,43.28,101.11,35.9,12.91,0.87,32.38,52.87,7.41,0.0,17269,189.5
2026-06-24 21:00:00,44.68,92.49,30.35,12.5,0.8,30.87,56.42,8.48,0.0,16808,175.8
2026-06-24 22:00:00,53.17,83.96,30.99,9.39,0.8,31.35,50.59,9.61,0.79,20969,181.5
2026-06-24 23:00:00,49.0,92.08,34.11,12.26,0.69,32.32,49.56,7.83,0.0,19016,188.4
2026-06-25 00:00:00,54.04,101.3,35.81,13.62,0.78,32.78,48.92,8.49,0.0,17244,201.9
2026-06-25 01:00:00,60.63,110.7,39.33,10.7,0.8,33.84,46.11,7.48,0.0,19106,223.9
2026-06-25 02:00:00,52.16,102.6,31.62,10.35,0.81,34.18,47.74,9.75,0.55,18129,189.1
2026-06-25 03:00:00,50.34,92.65,38.75,10.61,0.74,33.78,46.14,7.28,0.03,18679,196.6
2026-06-25 04:00:00,50.9,90.9,36.83,12.74,0.76,31.43,45.37,7.96,1.35,19721,190.5
2026-06-25 05:00:00,53.23,103.8,26.86,13.55,0.73,32.93,50.25,8.87,0.8,16548,185.8
2026-06-25 06:00:00,48.08,97.97,33.42,12.72,0.85,32.23,51.36,6.52,0.0,14671,190.5
2026-06-25 07:00:00,44.62,99.01,36.73,12.19,0.62,28.76,60.55,7.56,0.0,18582,187.4
2026-06-25 08:00:00,60.07,117.73,44.83,12.69,1.04,29.84,64.83,7.28,0.0,28729,251.1
2026-06-25 09:00:00,63.64,115.83,42.72,13.75,1.08,30.79,58.86,6.09,0.02,27625,255.7
2026-06-25 10:00:00,39.55,67.66,32.7,12.55,0.77,28.82,64.04,9.03,0.54,17313,153.8
2026-06-25 11:00:00,43.74,94.51,34.17,12.74,0.82,25.12,67.7,9.79,0.06,19156,179.9
2026-06-25 12:00:00,47.36,91.32,34.04,8.42,0.83,22.01,72.8,8.14,1.2,18587,179.2
2026-06-25 13:00:00,32.51,84.17,33.9,11.26,0.81,27.49,72.09,8.84,1.06,16737,151.0
2026-06-25 14:00:00,39.05,67.62,33.43,13.22,0.74,23.79,67.92,9.2,0.97,20071,154.9
2026-06-25 15:00:00,43.38,82.08,34.59,10.22,0.67,24.35,70.56,8.97,1.71,18912,163.5
2026-06-25 16:00:00,36.08,80.87,35.44,15.8,0.89,26.01,67.23,7.29,1.01,20197,169.1
2026-06-25 17:00:00,53.15,102.13,48.78,11.47,0.87,26.07,64.39,6.53,0.22,25459,229.7
2026-06-25 18:00:00,59.95,94.27,42.45,13.03,0.98,24.57,66.01,7.4,0.26,26616,230.6
2026-06-25 19:00:00,61.46,95.79,44.93,10.67,0.95,27.18,60.56,5.98,0.83,24254,232.5
